Initializing POSE...  
14 1900 1915
14 1915 1930
14 1930 1955
14 1955 1980
14 1980 2005
14 2005 2020
14 2020 2035
14 2035 2050
14 2050 2065
14 2065 2080
14 2080 2095
14 2095 2110
14 2110 2125
14 2125 2140
14 2140 2155
14 2155 2170
14 2170 2185
14 2185 2200
14 2200 2215
2 1985 2010
2 2010 2025
2 2025 2040
2 2040 2055
2 2055 2070
2 2070 2095
2 2095 2110
2 2110 2135
2 2135 2160
2 2160 2175
2 2175 2190
2 2190 2205
2 2205 2230
2 2230 2245
2 2245 2270
3 1895 1910
3 1910 1925
3 1925 1940
3 1940 1955
3 1955 1980
3 1980 1995
3 1995 2010
3 2010 2025
3 2025 2050
3 2050 2065
3 2065 2080
3 2080 2105
3 2105 2120
3 2120 2135
3 2135 2150
3 2150 2165
3 2165 2190
3 2190 2205
3 2205 2220
3 2220 2235
3 2235 2260
5 1995 2010
5 2010 2035
5 2035 2050
5 2050 2065
5 2065 2080
5 2080 2095
5 2095 2110
5 2110 2125
5 2125 2140
5 2140 2155
5 2155 2180
5 2180 2195
5 2195 2210
5 2210 2225
5 2225 2240
5 2240 2255
5 2255 2280
8 1970 1995
8 1995 2010
8 2010 2025
8 2025 2040
8 2040 2055
8 2055 2080
8 2080 2095
8 2095 2120
8 2120 2135
8 2135 2150
8 2150 2175
8 2175 2200
8 2200 2215
8 2215 2230
8 2230 2245
10 1995 2010
10 2010 2025
10 2025 2040
10 2040 2055
10 2055 2070
10 2070 2085
10 2085 2100
10 2100 2115
10 2115 2130
10 2130 2145
10 2145 2160
10 2160 2175
10 2175 2190
10 2190 2205
10 2205 2220
10 2220 2235
10 2235 2250
10 2250 2265
10 2265 2280
1 2135 2150
1 2150 2165
1 2165 2180
1 2180 2195
1 2195 2210
1 2210 2225
1 2225 2240
1 2240 2255
1 2255 2270
1 2270 2285
1 2285 2300
1 2300 2315
1 2315 2330
0 1865 1880
0 1880 1895
0 1895 1910
0 1910 1935
0 1935 1960
0 1960 1975
0 1975 1990
0 1990 2005
0 2005 2030
0 2030 2045
0 2045 2060
0 2060 2085
0 2085 2100
0 2100 2115
0 2115 2140
0 2140 2155
0 2155 2180
0 2180 2195
0 2195 2220
0 2220 2235
0 2235 2250
0 2250 2265
0 2265 2290
0 2290 2315
0 2315 2330
0 2330 2355
0 2355 2370
0 2370 2385
7 2095 2110
7 2110 2125
7 2125 2140
7 2140 2155
7 2155 2180
7 2180 2195
7 2195 2210
7 2210 2225
7 2225 2240
7 2240 2255
7 2255 2270
7 2270 2285
7 2285 2300
7 2300 2315
7 2315 2330
7 2330 2345
7 2345 2360
11 2100 2115
11 2115 2130
11 2130 2145
11 2145 2160
11 2160 2175
11 2175 2190
11 2190 2205
11 2205 2220
11 2220 2235
11 2235 2250
11 2250 2265
11 2265 2280
11 2280 2295
11 2295 2310
11 2310 2325
11 2325 2340
11 2340 2365
11 2365 2380
11 2380 2395
11 2395 2410
12 2035 2050
12 2050 2065
12 2065 2080
12 2080 2095
12 2095 2110
12 2110 2125
12 2125 2140
12 2140 2155
12 2155 2170
12 2170 2185
12 2185 2210
12 2210 2225
12 2225 2240
12 2240 2255
12 2255 2270
12 2270 2285
12 2285 2300
12 2300 2325
12 2325 2340
12 2340 2355
12 2355 2380
12 2380 2395
13 2130 2145
13 2145 2160
13 2160 2185
13 2185 2200
13 2200 2215
13 2215 2230
13 2230 2245
13 2245 2260
13 2260 2275
13 2275 2290
13 2290 2305
13 2305 2320
13 2320 2335
13 2335 2350
13 2350 2375
13 2375 2390
15 2095 2110
15 2110 2125
15 2125 2140
15 2140 2155
15 2155 2180
15 2180 2205
15 2205 2220
15 2220 2235
15 2235 2250
15 2250 2265
15 2265 2280
15 2280 2295
15 2295 2310
15 2310 2325
15 2325 2340
15 2340 2365
15 2365 2380
4 2225 2250
9 2120 2135
9 2135 2150
9 2150 2165
9 2165 2190
9 2190 2205
9 2205 2220
9 2220 2235
9 2235 2250
9 2250 2275
9 2275 2290
9 2290 2305
9 2305 2320
9 2320 2345
9 2345 2360
9 2360 2375
9 2375 2390
9 2390 2405
9 2405 2420
9 2420 2435
2 2270 2285
2 2285 2300
2 2300 2315
2 2315 2340
2 2340 2355
2 2355 2380
2 2380 2395
2 2395 2420
2 2420 2435
2 2435 2450
2 2450 2465
2 2465 2480
2 2480 2495
2 2495 2510
6 2145 2160
6 2160 2175
6 2175 2190
6 2190 2205
6 2205 2220
6 2220 2235
6 2235 2250
6 2250 2265
6 2265 2280
6 2280 2295
6 2295 2310
6 2310 2325
6 2325 2340
6 2340 2355
6 2355 2370
6 2370 2385
6 2385 2400
6 2400 2415
6 2415 2430
6 2430 2445
6 2445 2470
5 2280 2305
5 2305 2320
5 2320 2335
5 2335 2350
5 2350 2375
5 2375 2400
5 2400 2415
5 2415 2430
5 2430 2445
5 2445 2460
5 2460 2475
5 2475 2490
5 2490 2505
5 2505 2520
5 2520 2545
8 2245 2260
8 2260 2275
8 2275 2290
8 2290 2305
8 2305 2320
8 2320 2335
8 2335 2350
8 2350 2375
8 2375 2390
8 2390 2405
8 2405 2420
8 2420 2435
8 2435 2450
8 2450 2475
8 2475 2490
8 2490 2505
8 2505 2530
8 2530 2545
8 2545 2560
1 2330 2345
1 2345 2360
1 2360 2375
1 2375 2390
1 2390 2405
1 2405 2420
1 2420 2435
1 2435 2450
1 2450 2465
1 2465 2480
1 2480 2495
1 2495 2520
1 2520 2535
1 2535 2550
1 2550 2575
1 2575 2590
10 2280 2305
10 2305 2320
10 2320 2335
10 2335 2350
10 2350 2365
10 2365 2390
10 2390 2405
10 2405 2420
10 2420 2435
10 2435 2450
10 2450 2465
10 2465 2480
10 2480 2495
10 2495 2510
10 2510 2525
10 2525 2540
10 2540 2555
14 2215 2230
14 2230 2255
14 2255 2270
14 2270 2285
14 2285 2300
14 2300 2315
14 2315 2330
14 2330 2345
14 2345 2370
14 2370 2385
14 2385 2400
14 2400 2415
14 2415 2430
14 2430 2445
14 2445 2460
14 2460 2475
14 2475 2490
14 2490 2505
14 2505 2520
14 2520 2535
14 2535 2550
14 2550 2575
3 2260 2275
3 2275 2290
3 2290 2305
3 2305 2320
3 2320 2335
3 2335 2350
3 2350 2365
3 2365 2380
3 2380 2395
3 2395 2410
3 2410 2425
3 2425 2450
3 2450 2465
3 2465 2480
3 2480 2505
3 2505 2520
3 2520 2535
3 2535 2550
3 2550 2565
3 2565 2580
3 2580 2595
3 2595 2610
3 2610 2625
3 2625 2640
3 2640 2665
4 2660 2675
7 2360 2375
7 2375 2390
7 2390 2405
7 2405 2420
7 2420 2445
7 2445 2460
7 2460 2485
7 2485 2510
7 2510 2525
7 2525 2550
7 2550 2565
7 2565 2580
7 2580 2595
7 2595 2610
7 2610 2625
7 2625 2640
7 2640 2655
7 2655 2670
7 2670 2685
13 2390 2405
13 2405 2420
13 2420 2435
13 2435 2450
13 2450 2475
13 2475 2490
13 2490 2515
13 2515 2530
13 2530 2545
13 2545 2560
13 2560 2575
13 2575 2590
13 2590 2605
13 2605 2620
13 2620 2645
13 2645 2660
13 2660 2675
11 2410 2425
11 2425 2450
11 2450 2475
11 2475 2490
11 2490 2505
11 2505 2520
11 2520 2535
11 2535 2550
11 2550 2565
11 2565 2580
11 2580 2605
11 2605 2620
11 2620 2635
11 2635 2650
11 2650 2665
11 2665 2680
11 2680 2695
12 2395 2410
12 2410 2425
12 2425 2450
12 2450 2465
12 2465 2480
12 2480 2495
12 2495 2520
12 2520 2545
12 2545 2560
12 2560 2575
12 2575 2590
12 2590 2605
12 2605 2630
12 2630 2645
12 2645 2660
12 2660 2675
12 2675 2700
12 2700 2715
12 2715 2730
12 2730 2745
15 2380 2395
15 2395 2410
15 2410 2425
15 2425 2440
15 2440 2455
15 2455 2470
15 2470 2495
15 2495 2510
15 2510 2535
15 2535 2550
15 2550 2565
15 2565 2580
15 2580 2605
15 2605 2620
15 2620 2645
15 2645 2660
15 2660 2675
15 2675 2690
15 2690 2705
0 2385 2400
0 2400 2415
0 2415 2430
0 2430 2455
0 2455 2470
0 2470 2485
0 2485 2510
0 2510 2525
0 2525 2550
0 2550 2575
0 2575 2600
0 2600 2615
0 2615 2630
0 2630 2655
0 2655 2670
0 2670 2685
0 2685 2700
0 2700 2725
0 2725 2750
0 2750 2775
0 2775 2800
0 2800 2825
0 2825 2850
1 2590 2605
1 2605 2630
1 2630 2645
1 2645 2660
1 2660 2675
1 2675 2690
1 2690 2705
1 2705 2720
1 2720 2735
1 2735 2750
1 2750 2765
1 2765 2780
1 2780 2795
1 2795 2810
1 2810 2825
2 2510 2535
2 2535 2550
2 2550 2565
2 2565 2580
2 2580 2595
2 2595 2610
2 2610 2625
2 2625 2640
2 2640 2665
2 2665 2680
2 2680 2695
2 2695 2710
2 2710 2725
2 2725 2740
2 2740 2755
2 2755 2770
2 2770 2785
2 2785 2810
2 2810 2825
6 2470 2485
6 2485 2510
6 2510 2525
6 2525 2540
6 2540 2555
6 2555 2570
6 2570 2585
6 2585 2600
6 2600 2625
6 2625 2640
6 2640 2665
6 2665 2680
6 2680 2695
6 2695 2710
6 2710 2725
6 2725 2750
6 2750 2765
6 2765 2790
6 2790 2815
9 2435 2450
9 2450 2465
9 2465 2480
9 2480 2495
9 2495 2510
9 2510 2525
9 2525 2540
9 2540 2555
9 2555 2570
9 2570 2585
9 2585 2600
9 2600 2615
9 2615 2630
9 2630 2645
9 2645 2660
9 2660 2675
9 2675 2700
9 2700 2715
9 2715 2740
9 2740 2755
9 2755 2780
9 2780 2795
9 2795 2820
10 2555 2570
10 2570 2585
10 2585 2610
10 2610 2635
10 2635 2660
10 2660 2675
10 2675 2690
10 2690 2705
10 2705 2720
10 2720 2735
10 2735 2760
10 2760 2785
10 2785 2810
10 2810 2825
8 2560 2575
8 2575 2590
8 2590 2605
8 2605 2620
8 2620 2635
8 2635 2650
8 2650 2665
8 2665 2680
8 2680 2695
8 2695 2710
8 2710 2735
8 2735 2750
8 2750 2765
8 2765 2780
8 2780 2795
8 2795 2810
8 2810 2825
8 2825 2840
8 2840 2855
8 2855 2870
5 2545 2560
5 2560 2575
5 2575 2590
5 2590 2605
5 2605 2620
5 2620 2635
5 2635 2650
5 2650 2675
5 2675 2690
5 2690 2705
5 2705 2730
5 2730 2755
5 2755 2770
5 2770 2795
5 2795 2810
5 2810 2825
5 2825 2850
5 2850 2865
5 2865 2880
5 2880 2895
5 2895 2910
14 2575 2590
14 2590 2605
14 2605 2620
14 2620 2645
14 2645 2660
14 2660 2685
14 2685 2700
14 2700 2715
14 2715 2730
14 2730 2745
14 2745 2760
14 2760 2775
14 2775 2790
14 2790 2815
14 2815 2830
14 2830 2845
14 2845 2870
14 2870 2885
14 2885 2900
14 2900 2915
14 2915 2930
14 2930 2955
1 2825 2840
1 2840 2855
1 2855 2870
1 2870 2885
1 2885 2900
1 2900 2915
1 2915 2930
1 2930 2945
1 2945 2960
1 2960 2975
1 2975 2990
1 2990 3005
1 3005 3020
1 3020 3035
3 2665 2680
3 2680 2695
3 2695 2710
3 2710 2735
3 2735 2760
3 2760 2775
3 2775 2790
3 2790 2805
3 2805 2820
3 2820 2835
3 2835 2850
3 2850 2865
3 2865 2880
3 2880 2895
3 2895 2910
3 2910 2935
3 2935 2960
3 2960 2975
3 2975 2990
3 2990 3015
3 3015 3030
4 2675 2700
4 2700 2725
4 2725 2740
4 2740 2755
4 2755 2780
4 2910 2935
4 2965 2990
7 2685 2700
7 2700 2715
7 2715 2730
7 2730 2745
7 2745 2760
7 2760 2775
7 2775 2790
7 2790 2805
7 2805 2820
7 2820 2835
7 2835 2860
7 2860 2885
7 2885 2900
7 2900 2915
7 2915 2930
7 2930 2945
7 2945 2960
7 2960 2985
7 2985 3010
7 3010 3025
11 2695 2720
11 2720 2745
11 2745 2770
11 2770 2785
11 2785 2800
11 2800 2825
11 2825 2850
11 2850 2865
11 2865 2880
11 2880 2895
11 2895 2910
11 2910 2925
11 2925 2940
11 2940 2955
11 2955 2970
11 2970 2985
11 2985 3000
12 2745 2760
12 2760 2775
12 2775 2790
12 2790 2815
12 2815 2830
12 2830 2845
12 2845 2870
12 2870 2885
12 2885 2910
12 2910 2925
12 2925 2940
12 2940 2955
12 2955 2970
12 2970 2985
12 2985 3000
12 3000 3015
12 3015 3030
13 2675 2690
13 2690 2705
13 2705 2720
13 2720 2745
13 2745 2760
13 2760 2775
13 2775 2790
13 2790 2815
13 2815 2830
13 2830 2855
13 2855 2880
13 2880 2905
13 2905 2930
13 2930 2955
13 2955 2970
13 2970 2985
13 2985 3000
13 3000 3015
13 3015 3030
15 2705 2720
15 2720 2735
15 2735 2750
15 2750 2765
15 2765 2780
15 2780 2795
15 2795 2810
15 2810 2825
15 2825 2840
15 2840 2855
15 2855 2870
15 2870 2885
15 2885 2900
15 2900 2915
15 2915 2930
15 2930 2945
15 2945 2960
15 2960 2985
15 2985 3010
10 2825 2840
10 2840 2855
10 2855 2870
10 2870 2885
10 2885 2900
10 2900 2915
10 2915 2930
10 2930 2945
10 2945 2960
10 2960 2975
10 2975 2990
10 2990 3005
10 3005 3030
10 3030 3055
10 3055 3070
10 3070 3085
10 3085 3110
10 3110 3135
2 2825 2840
2 2840 2855
2 2855 2870
2 2870 2885
2 2885 2910
2 2910 2925
2 2925 2950
2 2950 2965
2 2965 2990
2 2990 3015
2 3015 3040
2 3040 3065
2 3065 3080
2 3080 3105
2 3105 3120
2 3120 3135
2 3135 3150
2 3150 3175
8 2870 2895
8 2895 2910
8 2910 2925
8 2925 2940
8 2940 2955
8 2955 2970
8 2970 2985
8 2985 3000
8 3000 3015
8 3015 3030
8 3030 3045
8 3045 3060
8 3060 3075
8 3075 3090
8 3090 3105
8 3105 3120
8 3120 3135
8 3135 3150
8 3150 3165
8 3165 3180
1 3035 3050
1 3050 3065
1 3065 3080
1 3080 3095
1 3095 3110
1 3110 3125
1 3125 3140
1 3140 3155
1 3155 3170
1 3170 3185
1 3185 3200
1 3200 3215
1 3215 3230
1 3230 3245
5 2910 2935
5 2935 2950
5 2950 2965
5 2965 2980
5 2980 3005
5 3005 3020
5 3020 3035
5 3035 3050
5 3050 3075
5 3075 3090
5 3090 3105
5 3105 3120
5 3120 3135
5 3135 3150
5 3150 3165
5 3165 3180
5 3180 3195
5 3195 3220
5 3220 3235
6 2815 2830
6 2830 2845
6 2845 2870
6 2870 2885
6 2885 2900
6 2900 2915
6 2915 2930
6 2930 2955
6 2955 2970
6 2970 2995
6 2995 3010
6 3010 3025
6 3025 3040
6 3040 3055
6 3055 3070
6 3070 3085
6 3085 3100
6 3100 3115
6 3115 3140
6 3140 3155
6 3155 3170
6 3170 3185
6 3185 3200
9 2820 2835
9 2835 2850
9 2850 2875
9 2875 2900
9 2900 2915
9 2915 2940
9 2940 2955
9 2955 2980
9 2980 2995
9 2995 3010
9 3010 3035
9 3035 3050
9 3050 3065
9 3065 3080
9 3080 3095
9 3095 3110
9 3110 3125
9 3125 3140
9 3140 3155
9 3155 3170
9 3170 3185
7 3025 3040
7 3040 3055
7 3055 3070
7 3070 3085
7 3085 3100
7 3100 3115
7 3115 3140
7 3140 3155
7 3155 3170
7 3170 3185
7 3185 3200
7 3200 3215
7 3215 3230
7 3230 3245
7 3245 3270
7 3270 3285
7 3285 3300
12 3030 3055
12 3055 3070
12 3070 3085
12 3085 3100
12 3100 3115
12 3115 3130
12 3130 3145
12 3145 3160
12 3160 3175
12 3175 3190
12 3190 3205
12 3205 3220
12 3220 3235
12 3235 3250
12 3250 3265
12 3265 3280
12 3280 3305
12 3305 3320
14 2955 2970
14 2970 2985
14 2985 3000
14 3000 3015
14 3015 3030
14 3030 3045
14 3045 3060
14 3060 3075
14 3075 3090
14 3090 3115
14 3115 3140
14 3140 3155
14 3155 3170
14 3170 3185
14 3185 3200
14 3200 3215
14 3215 3230
14 3230 3245
14 3245 3270
14 3270 3285
14 3285 3300
14 3300 3315
14 3315 3330
10 3135 3150
10 3150 3165
10 3165 3180
10 3180 3205
10 3205 3220
10 3220 3235
10 3235 3260
10 3260 3285
10 3285 3300
10 3300 3315
10 3315 3330
10 3330 3355
11 3000 3015
11 3015 3030
11 3030 3045
11 3045 3060
11 3060 3075
11 3075 3090
11 3090 3105
11 3105 3130
11 3130 3155
11 3155 3170
11 3170 3185
11 3185 3210
11 3210 3225
11 3225 3240
11 3240 3255
11 3255 3270
11 3270 3285
11 3285 3310
11 3310 3325
11 3325 3340
13 3030 3045
13 3045 3060
13 3060 3075
13 3075 3090
13 3090 3115
13 3115 3130
13 3130 3145
13 3145 3160
13 3160 3185
13 3185 3200
13 3200 3215
13 3215 3240
13 3240 3255
13 3255 3270
13 3270 3285
13 3285 3300
13 3300 3315
13 3315 3330
13 3330 3345
15 3010 3025
15 3025 3040
15 3040 3065
15 3065 3080
15 3080 3095
15 3095 3110
15 3110 3125
15 3125 3140
15 3140 3155
15 3155 3170
15 3170 3185
15 3185 3200
15 3200 3225
15 3225 3240
15 3240 3255
15 3255 3270
15 3270 3285
15 3285 3300
15 3300 3325
15 3325 3340
15 3340 3365
0 2850 2875
0 2875 2890
0 2890 2905
0 2905 2920
0 2920 2945
0 2945 2960
0 2960 2975
0 2975 2990
0 2990 3005
0 3005 3030
0 3030 3055
0 3055 3070
0 3070 3095
0 3095 3120
0 3120 3135
0 3135 3160
0 3160 3185
0 3185 3210
0 3210 3225
0 3225 3240
0 3240 3255
0 3255 3270
0 3270 3295
0 3295 3320
0 3320 3345
0 3345 3370
0 3370 3385
3 3030 3055
3 3055 3070
3 3070 3095
3 3095 3120
3 3120 3135
3 3135 3160
3 3160 3175
3 3175 3190
3 3190 3205
3 3205 3230
3 3230 3255
3 3255 3270
3 3270 3285
3 3285 3300
3 3300 3325
3 3325 3350
3 3350 3365
3 3365 3380
1 3245 3260
1 3260 3275
1 3275 3290
1 3290 3305
1 3305 3320
1 3320 3345
1 3345 3360
1 3360 3375
1 3375 3400
1 3400 3415
1 3415 3430
1 3430 3445
1 3445 3460
2 3175 3190
2 3190 3215
2 3215 3230
2 3230 3245
2 3245 3260
2 3260 3275
2 3275 3290
2 3290 3315
2 3315 3330
2 3330 3345
2 3345 3370
2 3370 3395
2 3395 3420
2 3420 3435
2 3435 3450
2 3450 3475
2 3475 3490
4 3450 3475
5 3235 3250
5 3250 3265
5 3265 3280
5 3280 3295
5 3295 3310
5 3310 3325
5 3325 3340
5 3340 3355
5 3355 3370
5 3370 3385
5 3385 3410
5 3410 3435
5 3435 3460
5 3460 3475
5 3475 3490
5 3490 3515
5 3515 3540
8 3180 3195
8 3195 3220
8 3220 3235
8 3235 3250
8 3250 3265
8 3265 3280
8 3280 3295
8 3295 3310
8 3310 3335
8 3335 3350
8 3350 3365
8 3365 3380
8 3380 3395
8 3395 3410
8 3410 3425
8 3425 3440
8 3440 3455
8 3455 3470
8 3470 3485
8 3485 3500
8 3500 3525
8 3525 3540
8 3540 3555
6 3200 3215
6 3215 3240
6 3240 3255
6 3255 3270
6 3270 3285
6 3285 3300
6 3300 3315
6 3315 3330
6 3330 3355
6 3355 3370
6 3370 3385
6 3385 3400
6 3400 3415
6 3415 3430
6 3430 3445
6 3445 3460
6 3460 3475
6 3475 3490
6 3490 3505
6 3505 3530
6 3530 3545
6 3545 3560
6 3560 3575
7 3300 3315
7 3315 3340
7 3340 3355
7 3355 3370
7 3370 3395
7 3395 3410
7 3410 3425
7 3425 3440
7 3440 3455
7 3455 3470
7 3470 3485
7 3485 3510
7 3510 3525
7 3525 3540
7 3540 3555
7 3555 3570
7 3570 3585
7 3585 3600
7 3600 3615
9 3185 3210
9 3210 3235
9 3235 3250
9 3250 3265
9 3265 3280
9 3280 3295
9 3295 3310
9 3310 3325
9 3325 3340
9 3340 3355
9 3355 3370
9 3370 3385
9 3385 3410
9 3410 3435
9 3435 3450
9 3450 3465
9 3465 3490
9 3490 3505
9 3505 3520
9 3520 3535
9 3535 3550
9 3550 3565
9 3565 3580
1 3460 3475
1 3475 3490
1 3490 3505
1 3505 3520
1 3520 3535
1 3535 3550
1 3550 3565
1 3565 3580
1 3580 3595
1 3595 3610
1 3610 3625
1 3625 3640
1 3640 3655
1 3655 3670
1 3670 3685
1 3685 3700
10 3355 3370
10 3370 3385
10 3385 3400
10 3400 3415
10 3415 3430
10 3430 3445
10 3445 3460
10 3460 3485
10 3485 3500
10 3500 3515
10 3515 3530
10 3530 3545
10 3545 3560
10 3560 3585
10 3585 3600
10 3600 3615
10 3615 3630
10 3630 3645
10 3645 3660
10 3660 3675
10 3675 3690
10 3690 3705
11 3340 3355
11 3355 3370
11 3370 3385
11 3385 3400
11 3400 3425
11 3425 3440
11 3440 3455
11 3455 3470
11 3470 3485
11 3485 3500
11 3500 3525
11 3525 3550
11 3550 3565
11 3565 3590
11 3590 3605
11 3605 3620
11 3620 3635
11 3635 3660
11 3660 3675
12 3320 3335
12 3335 3360
12 3360 3375
12 3375 3390
12 3390 3405
12 3405 3420
12 3420 3435
12 3435 3450
12 3450 3475
12 3475 3490
12 3490 3505
12 3505 3520
12 3520 3535
12 3535 3550
12 3550 3575
12 3575 3590
12 3590 3605
12 3605 3620
12 3620 3635
12 3635 3650
12 3650 3675
12 3675 3690
13 3345 3360
13 3360 3375
13 3375 3390
13 3390 3415
13 3415 3430
13 3430 3455
13 3455 3480
13 3480 3495
13 3495 3510
13 3510 3525
13 3525 3540
13 3540 3555
13 3555 3580
13 3580 3595
13 3595 3610
13 3610 3625
13 3625 3650
13 3650 3675
15 3365 3380
15 3380 3395
15 3395 3410
15 3410 3425
15 3425 3440
15 3440 3455
15 3455 3470
15 3470 3495
15 3495 3510
15 3510 3525
15 3525 3540
15 3540 3555
15 3555 3570
15 3570 3595
15 3595 3620
15 3620 3635
15 3635 3650
15 3650 3665
15 3665 3680
14 3330 3345
14 3345 3360
14 3360 3375
14 3375 3390
14 3390 3415
14 3415 3430
14 3430 3445
14 3445 3470
14 3470 3495
14 3495 3520
14 3520 3535
14 3535 3560
14 3560 3575
14 3575 3590
14 3590 3605
14 3605 3620
14 3620 3645
14 3645 3660
14 3660 3685
14 3685 3700
14 3700 3715
14 3715 3730
14 3730 3745
14 3745 3760
4 3640 3655
4 3655 3670
4 3670 3695
3 3380 3395
3 3395 3410
3 3410 3435
3 3435 3450
3 3450 3475
3 3475 3500
3 3500 3515
3 3515 3530
3 3530 3555
3 3555 3580
3 3580 3595
3 3595 3610
3 3610 3635
3 3635 3650
3 3650 3665
3 3665 3680
3 3680 3695
3 3695 3720
3 3720 3735
3 3735 3750
3 3750 3775
3 3775 3790
3 3790 3805
3 3805 3820
3 3820 3835
0 3385 3400
0 3400 3425
0 3425 3450
0 3450 3465
0 3465 3490
0 3490 3515
0 3515 3540
0 3540 3555
0 3555 3580
0 3580 3605
0 3605 3620
0 3620 3635
0 3635 3650
0 3650 3665
0 3665 3680
0 3680 3705
0 3705 3730
0 3730 3755
0 3755 3780
0 3780 3795
0 3795 3820
0 3820 3845
0 3845 3860
0 3860 3885
2 3490 3515
2 3515 3540
2 3540 3565
2 3565 3580
2 3580 3595
2 3595 3610
2 3610 3635
2 3635 3660
2 3660 3685
2 3685 3700
2 3700 3715
2 3715 3730
2 3730 3745
2 3745 3770
2 3770 3795
2 3795 3820
2 3820 3845
2 3845 3860
2 3860 3875
5 3540 3565
5 3565 3580
5 3580 3595
5 3595 3610
5 3610 3625
5 3625 3650
5 3650 3665
5 3665 3690
5 3690 3705
5 3705 3720
5 3720 3745
5 3745 3760
5 3760 3785
5 3785 3810
5 3810 3825
5 3825 3840
5 3840 3865
5 3865 3880
8 3555 3570
8 3570 3585
8 3585 3610
8 3610 3625
8 3625 3640
8 3640 3655
8 3655 3670
8 3670 3685
8 3685 3700
8 3700 3715
8 3715 3730
8 3730 3755
8 3755 3770
8 3770 3795
8 3795 3810
8 3810 3835
8 3835 3850
8 3850 3875
1 3700 3715
1 3715 3740
1 3740 3755
1 3755 3780
1 3780 3795
1 3795 3810
1 3810 3825
1 3825 3840
1 3840 3855
1 3855 3870
1 3870 3885
1 3885 3910
1 3910 3925
7 3615 3630
7 3630 3645
7 3645 3660
7 3660 3685
7 3685 3700
7 3700 3715
7 3715 3740
7 3740 3755
7 3755 3770
7 3770 3785
7 3785 3800
7 3800 3815
7 3815 3830
7 3830 3845
7 3845 3860
7 3860 3875
7 3875 3890
7 3890 3915
7 3915 3930
7 3930 3955
6 3575 3590
6 3590 3615
6 3615 3630
6 3630 3645
6 3645 3660
6 3660 3675
6 3675 3700
6 3700 3715
6 3715 3730
6 3730 3745
6 3745 3760
6 3760 3785
6 3785 3800
6 3800 3825
6 3825 3840
6 3840 3855
6 3855 3870
6 3870 3885
6 3885 3900
6 3900 3915
6 3915 3930
6 3930 3945
6 3945 3960
6 3960 3985
6 3985 4010
6 4010 4025
11 3675 3690
11 3690 3715
11 3715 3740
11 3740 3755
11 3755 3780
11 3780 3795
11 3795 3820
11 3820 3835
11 3835 3860
11 3860 3885
11 3885 3900
11 3900 3925
11 3925 3940
11 3940 3955
11 3955 3980
11 3980 4005
11 4005 4030
13 3675 3690
13 3690 3715
13 3715 3740
13 3740 3755
13 3755 3770
13 3770 3795
13 3795 3810
13 3810 3825
13 3825 3850
13 3850 3865
13 3865 3890
13 3890 3915
13 3915 3940
13 3940 3965
13 3965 3980
13 3980 3995
13 3995 4020
13 4020 4035
13 4035 4060
9 3580 3605
9 3605 3630
9 3630 3645
9 3645 3670
9 3670 3685
9 3685 3710
9 3710 3725
9 3725 3750
9 3750 3775
9 3775 3790
9 3790 3815
9 3815 3830
9 3830 3845
9 3845 3860
9 3860 3875
9 3875 3890
9 3890 3905
9 3905 3920
9 3920 3935
9 3935 3950
9 3950 3965
9 3965 3980
9 3980 4005
9 4005 4020
9 4020 4035
9 4035 4050
9 4050 4065
9 4065 4080
10 3705 3720
10 3720 3745
10 3745 3760
10 3760 3785
10 3785 3800
10 3800 3815
10 3815 3830
10 3830 3855
10 3855 3870
10 3870 3885
10 3885 3910
10 3910 3925
10 3925 3940
10 3940 3955
10 3955 3980
10 3980 3995
10 3995 4010
10 4010 4025
10 4025 4050
10 4050 4075
10 4075 4090
12 3690 3705
12 3705 3720
12 3720 3735
12 3735 3760
12 3760 3775
12 3775 3790
12 3790 3805
12 3805 3820
12 3820 3835
12 3835 3850
12 3850 3865
12 3865 3880
12 3880 3895
12 3895 3920
12 3920 3945
12 3945 3970
12 3970 3995
12 3995 4010
12 4010 4035
12 4035 4060
12 4060 4085
15 3680 3695
15 3695 3710
15 3710 3725
15 3725 3740
15 3740 3755
15 3755 3770
15 3770 3785
15 3785 3800
15 3800 3815
15 3815 3830
15 3830 3845
15 3845 3860
15 3860 3875
15 3875 3890
15 3890 3905
15 3905 3920
15 3920 3935
15 3935 3950
15 3950 3965
15 3965 3980
15 3980 4005
15 4005 4020
15 4020 4045
15 4045 4060
15 4060 4075
15 4075 4090
14 3760 3775
14 3775 3790
14 3790 3815
14 3815 3830
14 3830 3855
14 3855 3870
14 3870 3885
14 3885 3910
14 3910 3935
14 3935 3950
14 3950 3975
14 3975 4000
14 4000 4015
14 4015 4030
14 4030 4045
14 4045 4070
14 4070 4085
14 4085 4100
14 4100 4115
14 4115 4140
14 4140 4155
1 3925 3950
1 3950 3975
1 3975 3990
1 3990 4015
1 4015 4040
1 4040 4065
1 4065 4080
1 4080 4095
1 4095 4110
1 4110 4125
1 4125 4140
1 4140 4155
1 4155 4170
1 4170 4195
1 4195 4210
0 3885 3910
0 3910 3935
0 3960 3985
0 3985 4010
0 4080 4105
0 4135 4160
0 4160 4175
0 4175 4190
0 4190 4205
0 4205 4230
0 4230 4255
0 4255 4280
3 3835 3860
3 3860 3885
3 3885 3910
3 3910 3935
3 3935 3960
3 3960 3985
3 3985 4010
